order_item_id,order_id,product_id,quantity,unit_price,discount,is_return,revenue,order_date,category,month
24,9,194,1,222.76,0.0,False,222.76,2023-04-04 18:46:58,Sports & Outdoors,2023-04
25,10,188,1,550.0,0.0,False,550.0,2024-05-21 08:17:44,Sports & Outdoors,2024-05
26,10,22,1,205.71,0.0,False,205.71,2024-05-21 08:17:44,Electronics,2024-05
27,10,209,1,797.01,0.0,False,797.01,2024-05-21 08:17:44,Beauty & Health,2024-05
28,11,270,1,34872.0,0.0,False,34872.0,2024-05-20 22:30:14,Books & Media,2024-05
29,11,25,3,282.92,0.1,False,848.76,2024-05-20 22:30:14,Electronics,2024-05
30,11,271,1,756.22,0.0,False,756.22,2024-05-20 22:30:14,Books & Media,2024-05
31,12,91,1,369.86,0.0,False,369.86,2024-01-16 22:46:35,Home & Kitchen,2024-01
32,12,128,1,686.4,0.0,False,686.4,2024-01-16 22:46:35,Apparel,2024-01
33,12,271,1,756.22,0.0,False,756.22,2024-01-16 22:46:35,Books & Media,2024-01
34,12,34,1,399.8,0.0,False,399.8,2024-01-16 22:46:35,Electronics,2024-01
35,12,88,1,275.21,0.05,False,275.21,2024-01-16 22:46:35,Home & Kitchen,2024-01
36,13,215,2,501.1,0.0,False,1002.2,2024-06-26 10:50:05,Beauty & Health,2024-06
37,14,129,1,492.47,0.15,False,492.47,2023-07-14 07:47:12,Apparel,2023-07
38,14,150,3,182.12,0.05,False,546.36,2023-07-14 07:47:12,Apparel,2023-07
39,14,192,2,697.79,0.1,False,1395.58,2023-07-14 07:47:12,Sports & Outdoors,2023-07
40,14,207,2,518.71,0.05,False,1037.42,2023-07-14 07:47:12,Beauty & Health,2023-07
41,14,279,1,226.81,0.0,False,226.81,2023-07-14 07:47:12,Books & Media,2023-07
42,15,144,2,299.76,0.0,False,599.52,2022-06-23 17:06:21,Apparel,2022-06
43,15,272,1,5.69,0.15,False,5.69,2022-06-23 17:06:21,Books & Media,2022-06
44,16,142,1,717.32,0.2,False,717.32,2024-01-25 08:47:26,Apparel,2024-01
45,16,32,1,338.4,0.0,False,338.4,2024-01-25 08:47:26,Electronics,2024-01
46,17,182,1,500.91,0.0,False,500.91,2023-08-20 08:41:42,Sports & Outdoors,2023-08
47,18,47,1,513.39,0.0,False,513.39,2024-03-19 08:04:42,Electronics,2024-03
48,18,64,1,29.71,0.05,False,29.71,2024-03-19 08:04:42,Home & Kitchen,2024-03
49,18,47,1,513.39,0.0,False,513.39,2024-03-19 08:04:42,Electronics,2024-03
50,19,40,3,171.89,0.15,False,515.67,2024-06-21 08:13:05,Electronics,2024-06
51,19,259,1,533.22,0.2,False,533.22,2024-06-21 08:13:05,Books & Media,2024-06
52,19,49,1,850.7,0.0,False,850.7,2024-06-21 08:13:05,Electronics,2024-06
53,19,283,1,680.49,0.0,False,680.49,2024-06-21 08:13:05,Books & Media,2024-06
54,20,172,2,104.56,0.0,False,209.12,2023-03-04 00:58:02,Sports & Outdoors,2023-03
55,20,269,3,603.81,0.0,False,1811.4299999999998,2023-03-04 00:58:02,Books & Media,2023-03
56,21,62,3,244.7,0.15,False,734.0999999999999,2024-10-15 09:36:28,Home & Kitchen,2024-10
57,21,110,1,52.92,0.05,False,52.92,2024-10-15 09:36:28,Apparel,2024-10
58,21,30,1,477.17,0.05,False,477.17,2024-10-15 09:36:28,Electronics,2024-10
59,22,204,1,578.66,0.0,False,578.66,2024-08-07 03:57:47,Beauty & Health,2024-08
60,23,259,1,533.22,0.0,False,533.22,2024-04-14 07:05:20,Books & Media,2024-04
61,23,173,1,587.7,0.0,False,587.7,2024-04-14 07:05:20,Sports & Outdoors,2024-04
62,23,151,1,625.19,0.0,False,625.19,2024-04-14 07:05:20,Sports & Outdoors,2024-04
63,23,22,2,205.71,0.05,False,411.42,2024-04-14 07:05:20,Electronics,2024-04
64,23,173,1,587.7,0.15,False,587.7,2024-04-14 07:05:20,Sports & Outdoors,2024-04
65,24,10,3,309.24,0.15,False,927.72,2024-10-15 03:29:40,Electronics,2024-10
66,24,29,1,103.82,0.0,False,103.82,2024-10-15 03:29:40,Electronics,2024-10
67,25,38,1,364.99,0.05,False,364.99,2022-07-01 00:59:34,Electronics,2022-07
68,25,90,2,219.22,0.0,False,438.44,2022-07-01 00:59:34,Home & Kitchen,2022-07
69,25,27,2,686.85,0.0,False,1373.7,2022-07-01 00:59:34,Electronics,2022-07
70,26,288,1,515.26,0.0,False,515.26,2024-02-05 17:40:20,Books & Media,2024-02
71,26,269,2,603.81,0.0,False,1207.62,2024-02-05 17:40:20,Books & Media,2024-02
72,27,230,2,829.69,0.0,False,1659.38,2024-02-01 11:04:06,Beauty & Health,2024-02
73,27,282,1,280.61,0.0,False,280.61,2024-02-01 11:04:06,Books & Media,2024-02
74,27,109,1,59.23,0.0,False,59.23,2024-02-01 11:04:06,Apparel,2024-02
75,28,25,1,282.92,0.2,False,282.92,2022-07-29 13:29:30,Electronics,2022-07
76,28,34,2,399.8,0.0,False,799.6,2022-07-29 13:29:30,Electronics,2022-07
77,29,294,1,141.94,0.05,False,141.94,2024-10-12 09:17:35,Books & Media,2024-10
78,29,294,2,141.94,0.1,False,283.88,2024-10-12 09:17:35,Books & Media,2024-10
79,30,188,1,550.0,0.05,False,550.0,2024-07-23 03:15:51,Sports & Outdoors,2024-07
80,31,257,2,8.4,0.0,False,16.8,2023-11-08 20:35:00,Books & Media,2023-11
81,32,115,1,251.88,0.0,False,251.88,2023-02-18 06:55:52,Apparel,2023-02
82,32,207,1,518.71,0.2,False,518.71,2023-02-18 06:55:52,Beauty & Health,2023-02
83,32,12,-1,156.75,0.0,True,-156.75,2023-02-18 06:55:52,Electronics,2023-02
84,32,61,1,512.76,0.0,False,512.76,2023-02-18 06:55:52,Home & Kitchen,2023-02
85,33,117,1,567.69,0.0,False,567.69,2022-12-23 07:51:39,Apparel,2022-12
86,33,186,1,290.81,0.15,False,290.81,2022-12-23 07:51:39,Sports & Outdoors,2022-12
87,33,288,2,515.26,0.1,False,1030.52,2022-12-23 07:51:39,Books & Media,2022-12
88,33,2,2,807.37,0.2,False,1614.74,2022-12-23 07:51:39,Electronics,2022-12
89,33,61,-1,512.76,0.15,True,-512.76,2022-12-23 07:51:39,Home & Kitchen,2022-12
90,34,184,1,278.4,0.0,False,278.4,2024-05-24 01:05:24,Sports & Outdoors,2024-05
91,34,48,2,231.62,0.0,False,463.24,2024-05-24 01:05:24,Electronics,2024-05
92,35,219,1,211.99,0.1,False,211.99,2022-05-30 07:53:14,Beauty & Health,2022-05
93,35,98,2,71.96,0.0,False,143.92,2022-05-30 07:53:14,Home & Kitchen,2022-05
94,36,77,1,103.53,0.1,False,103.53,2023-05-31 06:59:31,Home & Kitchen,2023-05
95,36,261,1,429.63,0.15,False,429.63,2023-05-31 06:59:31,Books & Media,2023-05
96,37,264,1,16.2,0.0,False,16.2,2024-01-10 08:08:45,Books & Media,2024-01
97,37,33,-1,217.73,0.0,True,-217.73,2024-01-10 08:08:45,Electronics,2024-01
98,37,199,1,51.0,0.0,False,51.0,2024-01-10 08:08:45,Sports & Outdoors,2024-01
99,38,29,1,103.82,0.0,False,103.82,2024-10-26 00:55:40,Electronics,2024-10
100,38,38,2,364.99,0.0,False,729.98,2024-10-26 00:55:40,Electronics,2024-10
101,39,211,1,943.9,0.0,False,943.9,2024-11-03 18:59:54,Beauty & Health,2024-11
102,39,144,1,299.76,0.15,False,299.76,2024-11-03 18:59:54,Apparel,2024-11
103,39,145,1,61.15,0.0,False,61.15,2024-11-03 18:59:54,Apparel,2024-11
104,39,72,1,286.08,0.1,False,286.08,2024-11-03 18:59:54,Home & Kitchen,2024-11
105,39,67,1,355.8,0.0,False,355.8,2024-11-03 18:59:54,Home & Kitchen,2024-11
106,40,25,-1,282.92,0.0,True,-282.92,2024-12-22 17:54:59,Electronics,2024-12
107,40,35,2,425.48,0.0,False,850.96,2024-12-22 17:54:59,Electronics,2024-12
108,40,269,1,603.81,0.0,False,603.81,2024-12-22 17:54:59,Books & Media,2024-12
109,40,102,1,396.98,0.0,False,396.98,2024-12-22 17:54:59,Apparel,2024-12
110,41,206,1,612.54,0.0,False,612.54,2024-06-25 06:14:05,Beauty & Health,2024-06
111,41,6,1,531.19,0.2,False,531.19,2024-06-25 06:14:05,Electronics,2024-06
112,41,53,1,192.38,0.0,False,192.38,2024-06-25 06:14:05,Home & Kitchen,2024-06
113,41,113,2,55.28,0.0,False,110.56,2024-06-25 06:14:05,Apparel,2024-06
114,42,177,1,156.12,0.0,False,156.12,2023-01-10 17:01:46,Sports & Outdoors,2023-01
115,42,280,1,121.8,0.0,False,121.8,2023-01-10 17:01:46,Books & Media,2023-01
116,43,203,1,431.09,0.0,False,431.09,2024-09-12 21:04:25,Beauty & Health,2024-09
117,44,129,2,492.47,0.0,False,984.94,2024-05-01 10:22:04,Apparel,2024-05
118,44,73,3,346.78,0.05,False,1040.34,2024-05-01 10:22:04,Home & Kitchen,2024-05
119,45,48,2,231.62,0.15,False,463.24,2022-12-15 06:47:44,Electronics,2022-12
120,45,94,1,514.73,0.0,False,514.73,2022-12-15 06:47:44,Home & Kitchen,2022-12
121,45,215,1,501.1,0.0,False,501.1,2022-12-15 06:47:44,Beauty & Health,2022-12
122,45,252,2,274.43,0.05,False,548.86,2022-12-15 06:47:44,Books & Media,2022-12
123,46,59,2,287.12,0.0,False,574.24,2024-10-08 08:26:00,Home & Kitchen,2024-10
124,47,231,3,410.59,0.0,False,1231.77,2024-04-16 01:03:41,Beauty & Health,2024-04
125,47,279,1,226.81,0.0,False,226.81,2024-04-16 01:03:41,Books & Media,2024-04
126,48,255,1,249.2,0.0,False,249.2,2023-09-10 17:24:54,Books & Media,2023-09
127,48,76,2,938.11,0.0,False,1876.22,2023-09-10 17:24:54,Home & Kitchen,2023-09
128,49,179,1,478.65,0.0,False,478.65,2024-09-16 05:13:45,Sports & Outdoors,2024-09
129,50,136,1,974.39,0.0,False,974.39,2022-01-31 12:11:55,Apparel,2022-01
130,50,90,1,219.22,0.0,False,219.22,2022-01-31 12:11:55,Home & Kitchen,2022-01
131,50,204,3,578.66,0.1,False,1735.98,2022-01-31 12:11:55,Beauty & Health,2022-01
132,50,286,1,47.93,0.1,False,47.93,2022-01-31 12:11:55,Books & Media,2022-01
133,50,221,1,704.75,0.0,False,704.75,2022-01-31 12:11:55,Beauty & Health,2022-01
134,51,118,1,611.17,0.0,False,611.17,2022-11-21 04:37:09,Apparel,2022-11
135,51,129,1,492.47,0.0,False,492.47,2022-11-21 04:37:09,Apparel,2022-11
136,51,173,2,587.7,0.05,False,1175.4,2022-11-21 04:37:09,Sports & Outdoors,2022-11
137,52,260,1,619.66,0.1,False,619.66,2023-10-19 10:19:27,Books & Media,2023-10
138,52,226,1,211.98,0.15,False,211.98,2023-10-19 10:19:27,Beauty & Health,2023-10
139,53,96,1,682.77,0.05,False,682.77,2023-12-10 16:17:45,Home & Kitchen,2023-12
140,54,273,1,560.24,0.0,False,560.24,2022-05-11 22:51:29,Books & Media,2022-05
141,54,295,3,139.02,0.0,False,417.06000000000006,2022-05-11 22:51:29,Books & Media,2022-05
142,55,20,2,548.49,0.0,False,1096.98,2022-09-23 11:39:18,Electronics,2022-09
143,56,138,2,54.35,0.05,False,108.7,2024-03-27 23:25:51,Apparel,2024-03
144,56,200,1,533.81,0.05,False,533.81,2024-03-27 23:25:51,Sports & Outdoors,2024-03
145,57,278,1,402.71,0.05,False,402.71,2024-03-21 01:06:55,Books & Media,2024-03
146,58,202,1,514.85,0.0,False,514.85,2023-05-30 06:38:47,Beauty & Health,2023-05
147,58,151,1,625.19,0.0,False,625.19,2023-05-30 06:38:47,Sports & Outdoors,2023-05
148,59,114,2,23.97,0.0,False,47.94,2024-12-28 09:48:11,Apparel,2024-12
149,59,294,3,141.94,0.0,False,425.82,2024-12-28 09:48:11,Books & Media,2024-12
150,59,41,1,376.48,0.15,False,376.48,2024-12-28 09:48:11,Electronics,2024-12
151,59,173,1,587.7,0.15,False,587.7,2024-12-28 09:48:11,Sports & Outdoors,2024-12
152,60,114,2,23.97,0.0,False,47.94,2024-02-01 06:06:18,Apparel,2024-02
153,60,190,1,707.42,0.1,False,707.42,2024-02-01 06:06:18,Sports & Outdoors,2024-02
154,61,251,1,439.11,0.2,False,439.11,2024-03-12 13:26:35,Books & Media,2024-03
155,61,287,1,754.14,0.05,False,754.14,2024-03-12 13:26:35,Books & Media,2024-03
156,61,148,2,304.48,0.0,False,608.96,2024-03-12 13:26:35,Apparel,2024-03
157,61,62,2,244.7,0.15,False,489.4,2024-03-12 13:26:35,Home & Kitchen,2024-03
158,61,39,3,412.64,0.0,False,1237.92,2024-03-12 13:26:35,Electronics,2024-03
159,62,171,1,14.73,0.0,False,14.73,2023-01-25 01:42:25,Sports & Outdoors,2023-01
160,62,187,1,127.57,0.0,False,127.57,2023-01-25 01:42:25,Sports & Outdoors,2023-01
161,62,233,1,82.49,0.1,False,82.49,2023-01-25 01:42:25,Beauty & Health,2023-01
162,62,111,1,227.31,0.0,False,227.31,2023-01-25 01:42:25,Apparel,2023-01
163,63,230,2,829.69,0.0,False,1659.38,2024-07-07 19:05:50,Beauty & Health,2024-07
164,63,137,3,316.92,0.0,False,950.76,2024-07-07 19:05:50,Apparel,2024-07
165,63,56,1,186.07,0.1,False,186.07,2024-07-07 19:05:50,Home & Kitchen,2024-07
166,64,63,1,430.39,0.0,False,430.39,2022-12-30 16:37:31,Home & Kitchen,2022-12
167,64,68,2,133.13,0.0,False,266.26,2022-12-30 16:37:31,Home & Kitchen,2022-12
168,65,71,3,362.18,0.0,False,1086.54,2024-12-12 19:10:46,Home & Kitchen,2024-12
169,65,220,1,475.38,0.2,False,475.38,2024-12-12 19:10:46,Beauty & Health,2024-12
170,66,144,1,299.76,0.0,False,299.76,2024-11-03 15:07:42,Apparel,2024-11
171,66,173,1,587.7,0.2,False,587.7,2024-11-03 15:07:42,Sports & Outdoors,2024-11
172,67,187,2,127.57,0.0,False,255.14,2024-06-06 23:01:00,Sports & Outdoors,2024-06
173,67,148,1,304.48,0.0,False,304.48,2024-06-06 23:01:00,Apparel,2024-06
174,68,4,2,17.97,0.0,False,35.94,2024-01-07 15:35:12,Electronics,2024-01
175,69,122,1,607.34,0.15,False,607.34,2024-02-10 08:21:30,Apparel,2024-02
176,70,3,1,978.72,0.0,False,978.72,2024-11-13 11:52:06,Electronics,2024-11
177,71,146,2,443.54,0.0,False,887.08,2024-01-27 06:37:54,Apparel,2024-01
178,72,226,1,211.98,0.0,False,211.98,2024-10-01 05:14:43,Beauty & Health,2024-10
179,72,4,1,17.97,0.1,False,17.97,2024-10-01 05:14:43,Electronics,2024-10
180,73,89,1,247.06,0.1,False,247.06,2024-05-30 10:28:57,Home & Kitchen,2024-05
181,73,69,1,274.11,0.0,False,274.11,2024-05-30 10:28:57,Home & Kitchen,2024-05
182,74,194,1,222.76,0.15,False,222.76,2022-01-15 22:49:30,Sports & Outdoors,2022-01
183,75,238,1,192.17,0.0,False,192.17,2023-12-21 17:49:24,Beauty & Health,2023-12
184,75,207,1,518.71,0.0,False,518.71,2023-12-21 17:49:24,Beauty & Health,2023-12
185,75,93,2,98.57,0.0,False,197.14,2023-12-21 17:49:24,Home & Kitchen,2023-12
186,76,80,2,166.05,0.15,False,332.1,2024-08-16 22:51:18,Home & Kitchen,2024-08
187,77,53,1,192.38,0.0,False,192.38,2024-06-18 16:30:50,Home & Kitchen,2024-06
188,78,111,1,227.31,0.1,False,227.31,2022-09-05 23:29:56,Apparel,2022-09
189,79,89,1,247.06,0.2,False,247.06,2024-09-03 21:12:36,Home & Kitchen,2024-09
190,80,300,1,133.29,0.0,False,133.29,2024-04-23 06:13:58,Books & Media,2024-04
191,80,74,1,171.2,0.0,False,171.2,2024-04-23 06:13:58,Home & Kitchen,2024-04
192,80,126,2,240.49,0.1,False,480.98,2024-04-23 06:13:58,Apparel,2024-04
193,81,238,1,192.17,0.15,False,192.17,2023-10-28 11:12:58,Beauty & Health,2023-10
194,82,130,1,454.11,0.2,False,454.11,2023-08-17 08:59:52,Apparel,2023-08
195,83,96,1,682.77,0.0,False,682.77,2023-01-05 16:16:06,Home & Kitchen,2023-01
196,83,170,1,723.66,0.15,False,723.66,2023-01-05 16:16:06,Sports & Outdoors,2023-01
197,84,168,1,649.6,0.2,False,649.6,2024-06-20 04:05:47,Sports & Outdoors,2024-06
198,84,266,1,110.99,0.0,False,110.99,2024-06-20 04:05:47,Books & Media,2024-06
199,84,51,1,863.34,0.0,False,863.34,2024-06-20 04:05:47,Home & Kitchen,2024-06
200,85,284,1,228.9,0.1,False,228.9,2023-01-21 06:18:30,Books & Media,2023-01
201,86,108,1,378.75,0.05,False,378.75,2024-11-28 18:19:49,Apparel,2024-11
202,86,264,1,16.2,0.0,False,16.2,2024-11-28 18:19:49,Books & Media,2024-11
203,87,121,3,183.38,0.05,False,550.14,2022-03-24 07:21:15,Apparel,2022-03
204,87,294,1,141.94,0.0,False,141.94,2022-03-24 07:21:15,Books & Media,2022-03
205,87,84,3,43.2,0.15,False,129.60000000000002,2022-03-24 07:21:15,Home & Kitchen,2022-03
206,87,48,1,231.62,0.0,False,231.62,2022-03-24 07:21:15,Electronics,2022-03
207,87,179,1,478.65,0.0,False,478.65,2022-03-24 07:21:15,Sports & Outdoors,2022-03
208,88,3,1,978.72,0.2,False,978.72,2024-12-31 07:01:17,Electronics,2024-12
209,88,256,1,537.93,0.2,False,537.93,2024-12-31 07:01:17,Books & Media,2024-12
210,88,25,1,282.92,0.05,False,282.92,2024-12-31 07:01:17,Electronics,2024-12
211,89,72,1,286.08,0.05,False,286.08,2022-08-30 16:45:38,Home & Kitchen,2022-08
212,89,46,1,397.56,0.0,False,397.56,2022-08-30 16:45:38,Electronics,2022-08
213,89,93,1,98.57,0.05,False,98.57,2022-08-30 16:45:38,Home & Kitchen,2022-08
214,90,128,1,686.4,0.05,False,686.4,2024-05-27 12:29:09,Apparel,2024-05
215,90,19,1,727.02,0.0,False,727.02,2024-05-27 12:29:09,Electronics,2024-05
216,90,107,1,963.92,0.05,False,963.92,2024-05-27 12:29:09,Apparel,2024-05
217,91,47,1,513.39,0.1,False,513.39,2024-12-02 03:46:22,Electronics,2024-12
218,92,168,-1,649.6,0.0,True,-649.6,2023-03-12 12:16:31,Sports & Outdoors,2023-03
219,92,66,1,447.18,0.1,False,447.18,2023-03-12 12:16:31,Home & Kitchen,2023-03
220,93,1,2,433.54,0.0,False,867.08,2023-12-18 13:51:12,Electronics,2023-12
221,93,177,1,156.12,0.05,False,156.12,2023-12-18 13:51:12,Sports & Outdoors,2023-12
222,93,9,2,66.57,0.0,False,133.14,2023-12-18 13:51:12,Electronics,2023-12
223,94,277,1,437.32,0.0,False,437.32,2023-07-19 06:56:42,Books & Media,2023-07
224,94,109,2,59.23,0.0,False,118.46,2023-07-19 06:56:42,Apparel,2023-07
225,95,186,1,290.81,0.0,False,290.81,2024-04-08 05:07:40,Sports & Outdoors,2024-04
226,95,143,1,421.93,0.0,False,421.93,2024-04-08 05:07:40,Apparel,2024-04
227,96,117,1,567.69,0.1,False,567.69,2024-06-02 15:31:02,Apparel,2024-06
228,97,4,1,17.97,0.05,False,17.97,2023-12-03 11:37:49,Electronics,2023-12
229,97,128,1,686.4,0.0,False,686.4,2023-12-03 11:37:49,Apparel,2023-12
230,97,208,3,260.07,0.0,False,780.21,2023-12-03 11:37:49,Beauty & Health,2023-12
231,98,190,1,707.42,0.05,False,707.42,2024-01-25 15:24:28,Sports & Outdoors,2024-01
232,98,191,1,457.7,0.1,False,457.7,2024-01-25 15:24:28,Sports & Outdoors,2024-01
233,99,2,1,807.37,0.0,False,807.37,2024-09-09 03:52:29,Electronics,2024-09
234,99,264,1,16.2,0.0,False,16.2,2024-09-09 03:52:29,Books & Media,2024-09
235,100,47,1,513.39,0.0,False,513.39,2024-09-23 08:22:07,Electronics,2024-09
236,100,7,1,357.42,0.1,False,357.42,2024-09-23 08:22:07,Electronics,2024-09
237,101,56,-1,186.07,0.05,True,-186.07,2023-12-30 05:23:35,Home & Kitchen,2023-12
238,101,101,1,488.42,0.0,False,488.42,2023-12-30 05:23:35,Apparel,2023-12
239,101,28,1,749.19,0.0,False,749.19,2023-12-30 05:23:35,Electronics,2023-12
240,101,25,2,282.92,0.0,False,565.84,2023-12-30 05:23:35,Electronics,2023-12
241,102,101,1,488.42,0.0,False,488.42,2024-06-04 10:55:52,Apparel,2024-06
242,103,255,1,249.2,0.0,False,249.2,2024-02-28 16:16:05,Books & Media,2024-02
243,103,255,1,249.2,0.0,False,249.2,2024-02-28 16:16:05,Books & Media,2024-02
244,103,102,-1,396.98,0.1,True,-396.98,2024-02-28 16:16:05,Apparel,2024-02
245,104,224,2,23.12,0.0,False,46.24,2024-05-20 05:42:03,Beauty & Health,2024-05
246,104,181,1,37.18,0.0,False,37.18,2024-05-20 05:42:03,Sports & Outdoors,2024-05
247,104,244,1,263.25,0.0,False,263.25,2024-05-20 05:42:03,Beauty & Health,2024-05
248,104,213,1,111.83,0.0,False,111.83,2024-05-20 05:42:03,Beauty & Health,2024-05
249,105,249,1,682.27,0.0,False,682.27,2023-08-18 02:28:08,Beauty & Health,2023-08
250,106,283,1,680.49,0.05,False,680.49,2024-04-28 23:51:05,Books & Media,2024-04
251,107,34,1,399.8,0.0,False,399.8,2024-05-06 00:06:36,Electronics,2024-05
252,107,257,1,8.4,0.0,False,8.4,2024-05-06 00:06:36,Books & Media,2024-05
253,107,255,3,249.2,0.0,False,747.5999999999999,2024-05-06 00:06:36,Books & Media,2024-05
254,108,225,1,939.11,0.1,False,939.11,2024-10-22 08:08:38,Beauty & Health,2024-10
255,109,77,1,103.53,0.0,False,103.53,2023-08-23 03:42:56,Home & Kitchen,2023-08
256,109,246,1,574.84,0.0,False,574.84,2023-08-23 03:42:56,Beauty & Health,2023-08
257,109,166,1,278.38,0.0,False,278.38,2023-08-23 03:42:56,Sports & Outdoors,2023-08
258,109,264,1,16.2,0.0,False,16.2,2023-08-23 03:42:56,Books & Media,2023-08
259,109,59,-1,287.12,0.0,True,-287.12,2023-08-23 03:42:56,Home & Kitchen,2023-08
260,110,240,1,555.47,0.0,False,555.47,2023-08-03 15:41:04,Beauty & Health,2023-08
261,111,15,1,536.46,0.05,False,536.46,2023-12-31 03:14:28,Electronics,2023-12
262,111,280,3,121.8,0.1,False,365.4,2023-12-31 03:14:28,Books & Media,2023-12
263,111,293,1,709.48,0.0,False,709.48,2023-12-31 03:14:28,Books & Media,2023-12
264,111,300,1,133.29,0.0,False,133.29,2023-12-31 03:14:28,Books & Media,2023-12
265,112,261,1,429.63,0.1,False,429.63,2022-02-15 19:34:11,Books & Media,2022-02
266,112,280,3,121.8,0.15,False,365.4,2022-02-15 19:34:11,Books & Media,2022-02
267,112,71,1,362.18,0.0,False,362.18,2022-02-15 19:34:11,Home & Kitchen,2022-02
268,112,183,1,942.96,0.05,False,942.96,2022-02-15 19:34:11,Sports & Outdoors,2022-02
269,112,226,-1,211.98,0.0,True,-211.98,2022-02-15 19:34:11,Beauty & Health,2022-02
270,113,24,1,696.97,0.0,False,696.97,2022-12-20 02:14:49,Electronics,2022-12
271,114,207,1,518.71,0.05,False,518.71,2023-03-12 13:50:40,Beauty & Health,2023-03
272,115,85,1,530.7,0.0,False,530.7,2024-11-12 18:11:34,Home & Kitchen,2024-11
273,116,26,1,259.69,0.0,False,259.69,2024-08-06 14:16:33,Electronics,2024-08
274,116,61,1,512.76,0.1,False,512.76,2024-08-06 14:16:33,Home & Kitchen,2024-08
275,116,217,1,479.18,0.0,False,479.18,2024-08-06 14:16:33,Beauty & Health,2024-08
276,117,284,1,228.9,0.0,False,228.9,2023-05-24 06:26:43,Books & Media,2023-05
277,117,55,2,395.52,0.0,False,791.04,2023-05-24 06:26:43,Home & Kitchen,2023-05
278,117,204,1,578.66,0.05,False,578.66,2023-05-24 06:26:43,Beauty & Health,2023-05
279,118,136,3,974.39,0.0,False,2923.17,2023-08-03 22:12:10,Apparel,2023-08
280,118,262,1,214.85,0.0,False,214.85,2023-08-03 22:12:10,Books & Media,2023-08
281,119,183,1,942.96,0.0,False,942.96,2024-05-28 03:43:16,Sports & Outdoors,2024-05
282,120,294,3,141.94,0.1,False,425.82,2024-10-22 19:54:18,Books & Media,2024-10
283,120,205,1,367.74,0.0,False,367.74,2024-10-22 19:54:18,Beauty & Health,2024-10
284,121,270,1,34872.0,0.0,False,34872.0,2023-12-13 09:24:46,Books & Media,2023-12
285,122,58,1,87.55,0.1,False,87.55,2022-07-02 10:55:08,Home & Kitchen,2022-07
286,122,184,1,278.4,0.2,False,278.4,2022-07-02 10:55:08,Sports & Outdoors,2022-07
287,122,84,-1,43.2,0.15,True,-43.2,2022-07-02 10:55:08,Home & Kitchen,2022-07
288,122,56,1,186.07,0.0,False,186.07,2022-07-02 10:55:08,Home & Kitchen,2022-07
289,122,1,1,433.54,0.2,False,433.54,2022-07-02 10:55:08,Electronics,2022-07
290,123,12,3,156.75,0.0,False,470.25,2023-10-20 20:15:14,Electronics,2023-10
291,123,155,1,607.36,0.0,False,607.36,2023-10-20 20:15:14,Sports & Outdoors,2023-10
292,124,141,1,251.45,0.0,False,251.45,2024-05-05 23:40:34,Apparel,2024-05
293,124,33,1,217.73,0.05,False,217.73,2024-05-05 23:40:34,Electronics,2024-05
294,124,34,2,399.8,0.0,False,799.6,2024-05-05 23:40:34,Electronics,2024-05
