product_id,name,category,subcategory,unit_price,cost
248,Generation Haircare,Beauty & Health,Haircare,75.61,55.58
249,Across Skincare,Beauty & Health,Skincare,682.27,293.31
250,Discover Haircare,Beauty & Health,Haircare,8284.0,112.79
251,College Fiction,Books & Media,Fiction,439.11,332.5
252,Property Non-Fiction,Books & Media,Non-Fiction,274.43,180.49
253,Happen Fiction,Books & Media,Fiction,621.95,347.91
254,Them Children,Books & Media,Children,286.86,179.03
255,Activity Non-Fiction,Books & Media,Non-Fiction,249.2,157.52
256,Baby Non-Fiction,Books & Media,Non-Fiction,537.93,197.5
257,Minute Children,Books & Media,Children,8.4,4.21
258,Difference Fiction,Books & Media,Fiction,626.09,300.08
259,Hundred Fiction,Books & Media,Fiction,533.22,352.88
260,Form Media,Books & Media,Media,619.66,308.31
261,Especially Fiction,Books & Media,Fiction,429.63,235.83
262,Case Media,Books & Media,Media,214.85,82.77
263,Way Media,Books & Media,Media,222.36,110.05
264,Include Non-Fiction,Books & Media,Non-Fiction,16.2,9.81
265,Create Non-Fiction,Books & Media,Non-Fiction,839.64,394.64
266,Feeling Non-Fiction,Books & Media,Non-Fiction,110.99,46.6
267,Born Fiction,Books & Media,Fiction,253.7,110.91
268,Machine Media,Books & Media,Media,23.79,11.06
269,Note Non-Fiction,Books & Media,Non-Fiction,603.81,359.81
270,Environmental Non-Fiction,Books & Media,Non-Fiction,34872.0,252.13
271,Create Children,Books & Media,Children,756.22,308.09
272,Pass Children,Books & Media,Children,5.69,3.58
273,Ask Children,Books & Media,Children,560.24,289.19
274,Product Children,Books & Media,Children,528.78,235.72
275,Culture Children,Books & Media,Children,82.62,41.15
276,Recently Non-Fiction,Books & Media,Non-Fiction,341.21,131.91
277,Your Non-Fiction,Books & Media,Non-Fiction,437.32,214.4
278,Page Fiction,Books & Media,Fiction,402.71,276.82
279,Scientist Non-Fiction,Books & Media,Non-Fiction,226.81,166.06
280,Start Fiction,Books & Media,Fiction,121.8,43.74
281,Citizen Non-Fiction,Books & Media,Non-Fiction,146.98,90.63
282,Discuss Fiction,Books & Media,Fiction,280.61,104.81
283,Strategy Children,Books & Media,Children,680.49,258.28
284,Do Fiction,Books & Media,Fiction,228.9,138.3
285,Foot Children,Books & Media,Children,667.54,317.07
286,Give Non-Fiction,Books & Media,Non-Fiction,47.93,20.54
287,Total Fiction,Books & Media,Fiction,754.14,370.71
288,Beyond Media,Books & Media,Media,515.26,355.32
289,Available Non-Fiction,Books & Media,Non-Fiction,635.36,370.15
290,Administration Children,Books & Media,Children,908.96,374.06
291,Since Non-Fiction,Books & Media,Non-Fiction,19.78,13.68
292,Store Fiction,Books & Media,Fiction,425.68,267.92
293,Almost Non-Fiction,Books & Media,Non-Fiction,709.48,295.78
294,Owner Non-Fiction,Books & Media,Non-Fiction,141.94,81.46
295,Among Media,Books & Media,Media,139.02,92.57
296,Question Non-Fiction,Books & Media,Non-Fiction,361.73,148.56
297,Want Media,Books & Media,Media,89.43,64.11
298,Wait Media,Books & Media,Media,238.39,153.1
299,Know Non-Fiction,Books & Media,Non-Fiction,725.08,274.72
300,Those Non-Fiction,Books & Media,Non-Fiction,133.29,87.08
